--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
429 MISMAGIUS  : Shadow Sneak at level 1, Shadow Claw at level 1, Sleep Talk at level 1, Nightmare at level 1, Crush Claw at level 1, ExtremeSpeed at level 1
430 HONCHKROW  : Weather Ball at level 1, Air Cutter at level 1, Fling at level 1, Bite at level 1, Night Slash at level 25, Air Slash at level 35, Dark Void at level 45, Drill Peck at level 55
431 GLAMEOW    : Avalanche at level 1, Stomp at level 1, Horn Attack at level 1, Slash at level 1, Hyper Fang at level 5, Super Fang at level 8, Flail at level 13, Tri Attack at level 17, Sludge Bomb at level 20, Splash at level 25, Hyper Voice at level 29, Flamethrower at level 32, Judgment at level 37, Blast Burn at level 41, Mist at level 45
432 PURUGLY    : Uproar at level 1, Softboiled at level 1, Return at level 1, Comet Punch at level 1, Wing Attack at level 5, Stomp at level 8, Horn Attack at level 13, Headbutt at level 17, Crush Claw at level 20, ExtremeSpeed at level 25, Hyper Fang at level 29, Tri Attack at level 32, Leaf Blade at level 37, Earthquake at level 38, Double-Edge at level 45, Brave Bird at level 53
433 CHINGLING  : Poison Fang at level 1, Hidden Power at level 1, Psybeam at level 1, Mist Ball at level 1, Luster Purge at level 6, Hyper Fang at level 9, Extrasensory at level 14, DynamicPunch at level 17, Hi Jump Kick at level 22
434 STUNKY     : Acid Armor at level 1, Poison Sting at level 1, Smog at level 1, Acid at level 1, Poison Fang at level 4, Payback at level 7, Sludge at level 10, Ice Fang at level 14, Cross Poison at level 18, PoisonPowder at level 22, Crush Claw at level 27, Dark Pulse at level 32, Poison Jab at level 38, Sludge Bomb at level 44
435 SKUNTANK   : Spider Web at level 1, Poison Fang at level 1, Poison Tail at level 1, Assurance at level 1, Brine at level 4, Gastro Acid at level 7, Sludge at level 10, Cross Poison at level 14, Taunt at level 18, Poison Jab at level 22, Discharge at level 27, Sludge Bomb at level 32, Ice Beam at level 34, Toxic at level 42, Gunk Shot at level 52
436 BRONZOR    : Quick Attack at level 1, Confusion at level 1, Drain Punch at level 1, Mirror Shot at level 1, Kinesis at level 7, Psybeam at level 12, Steel Wing at level 14, Trick Room at level 19, Crush Claw at level 26, Extrasensory at level 30, Flash Cannon at level 35, Blaze Kick at level 37, Iron Tail at level 41, Mega Kick at level 49, Psycho Boost at level 52
437 BRONZONG   : Charge Beam at level 1, Metal Claw at level 1, SmokeScreen at level 1, Magnet Bomb at level 1, Psybeam at level 1, Steel Wing at level 1, Mist Ball at level 7, Fire Punch at level 12, Air Slash at level 14, Flash Cannon at level 19, Iron Head at level 26, Extrasensory at level 30, Gyro Ball at level 33, Hyper Voice at level 38, Earthquake at level 43, Meteor Mash at level 50, Doom Desire at level 61, Psycho Boost at level 67
438 BONSLY     : Rock Throw at level 1, ViceGrip at level 1, AncientPower at level 1, Bite at level 1, Scary Face at level 6, Power Gem at level 9, Rock Slide at level 14, Iron Head at level 17, Stealth Rock at level 22, Pain Split at level 25, Body Slam at level 30, Stone Edge at level 33, Blizzard at level 38, Rock Wrecker at level 41, Head Smash at level 46
439 MIME JR.   : Clamp at level 1, Confusion at level 1, Trick at level 1, Drain Punch at level 1, Chatter at level 4, Endeavor at level 8, Bug Bite at level 11, Psybeam at level 15, Luster Purge at level 18, Trick Room at level 22, Mist Ball at level 22, Psycho Cut at level 25, Amnesia at level 29, Mirror Coat at level 32, Crush Claw at level 36, Extrasensory at level 39, Zen Headbutt at level 43, Psycho Shift at level 46, Psycho Boost at level 50
440 HAPPINY    : Snore at level 1, SmellingSalt at level 1, Shadow Claw at level 1, Thrash at level 1, Growl at level 5, Egg Bomb at level 9, Slack Off at level 12
441 CHATOT     : Uproar at level 1, Air Cutter at level 1, Chatter at level 1, Wing Attack at level 1, SmellingSalt at level 5, Pluck at level 9, Thunder Fang at level 13, Air Slash at level 17, Drill Peck at level 21, Flash Cannon at level 25, Aeroblast at level 29, Skull Bash at level 33, Close Combat at level 37, Brave Bird at level 41, Sky Attack at level 45
442 SPIRITOMB  : Lick at level 1, Memento at level 1, Shadow Sneak at level 1, Assurance at level 1, Payback at level 1, Nasty Plot at level 7, Ominous Wind at level 13, Shadow Claw at level 19, Crunch at level 25, Shadow Ball at level 31, Shadow Force at level 37, Night Shade at level 43, Flare Blitz at level 49
443 GIBLE      : Water Gun at level 1, Mud Shot at level 1, Icy Wind at level 1, Dragon Claw at level 1, Dragon Pulse at level 3, Stone Edge at level 7, Bonemerang at level 13, Dragon Rush at level 15, Spacial Rend at level 19, Outrage at level 25, Draco Meteor at level 27, Dragon Dance at level 31, Roar of Time at level 37
444 GABITE     : Water Pulse at level 1, Bone Rush at level 1, Dig at level 1, Dragon Claw at level 1, Dragon Pulse at level 3, Dragon Rush at level 7, Sand-Attack at level 13, Bonemerang at level 15, Spacial Rend at level 19, Earthquake at level 28, Outrage at level 33, Blizzard at level 40, Roar of Time at level 49
445 GARCHOMP   : Twister at level 1, DragonBreath at level 1, Dive at level 1, Dig at level 1, Earth Power at level 1, Dragon Pulse at level 3, Bonemerang at level 7, Spacial Rend at level 13, Magnitude at level 15, Earthquake at level 19, Seed Flare at level 28, Outrage at level 33, Mud Sport at level 40, Giga Impact at level 48, Roar of Time at level 55
446 MUNCHLAX   : Snore at level 1, Avalanche at level 1, Metal Burst at level 1, Magical Leaf at level 1, Facade at level 4, Slash at level 9, Razor Wind at level 12, Wring Out at level 17, Hyper Fang at level 20, Thrash at level 25, Refresh at level 28, Bug Buzz at level 33, Earth Power at level 36, Moonlight at level 41, Egg Bomb at level 44, Double-Edge at level 49
447 RIOLU      : Karate Chop at level 1, Twineedle at level 1, Drain Punch at level 1, Cross Poison at level 1, Crush Claw at level 6, Brick Break at level 11, Hi Jump Kick at level 15, Cross Chop at level 19, DynamicPunch at level 24, Focus Blast at level 29
448 LUCARIO    : Mach Punch at level 1, Metal Claw at level 1, Rolling Kick at level 1, Force Palm at level 1, Wake-Up Slap at level 1, Rock Slide at level 6, Iron Head at level 11, Hyper Fang at level 15, Flash Cannon at level 19, Sky Uppercut at level 24, Jump Kick at level 29, Meteor Mash at level 33, DynamicPunch at level 37, Hi Jump Kick at level 42, Cross Chop at level 47, Psycho Boost at level 51
449 HIPPOPOTAS : Mud-Slap at level 1, Bone Club at level 1, Facade at level 1, Headbutt at level 1, Earth Power at level 7, Earthquake at level 13, Sand-Attack at level 19, Bonemerang at level 25, Hyper Beam at level 31, Seismic Toss at level 37, Conversion at level 44, Spikes at level 50
450 HIPPOWDON  : Sand Tomb at level 1, Mud Sport at level 1, SmellingSalt at level 1, Stomp at level 1, Ice Punch at level 1, Mind Reader at level 1, Dig at level 1, Earth Power at level 7, Charm at level 13, Return at level 19, Thrash at level 25, Bonemerang at level 31, Spacial Rend at level 40, Spikes at level 50, Earthquake at level 60
451 SKORUPI    : Defend Order at level 1, Acid at level 1, Poison Tail at level 1, Silver Wind at level 1, Sludge at level 6, Cross Poison at level 12, U-turn at level 17, Tail Glow at level 23, Thrash at level 28, Attack Order at level 34, Sludge Bomb at level 39, Gunk Shot at level 45, Glare at level 50
452 DRAPION    : Poison Sting at level 1, Screech at level 1, Knock Off at level 1, Toxic at level 1, Acid at level 1, Poison Fang at level 1, Weather Ball at level 1, Assurance at level 6, Poison Tail at level 12, Bite at level 17, Sludge at level 23, Cross Poison at level 28, Night Slash at level 34, Poison Jab at level 39, Crunch at level 49, Rock Wrecker at level 58
453 CROAGUNK   : Arm Thrust at level 1, Poison Fang at level 1, Pluck at level 1, Avalanche at level 1, Sludge at level 3, Cross Poison at level 8, Brick Break at level 10, ExtremeSpeed at level 15, Poison Jab at level 17, Sludge Bomb at level 22, Hi Jump Kick at level 24, DynamicPunch at level 29, Hammer Arm at level 31, Gunk Shot at level 36, Focus Blast at level 38, Psycho Boost at level 43, Focus Punch at level 45
454 TOXICROAK  : Fury Attack at level 1, Poison Fang at level 1, Poison Tail at level 1, Force Palm at level 1, Wake-Up Slap at level 3, Sludge at level 8, Cross Poison at level 10, Air Slash at level 15, Gastro Acid at level 17, Encore at level 22, Petal Dance at level 24, Thrash at level 29, Toxic Spikes at level 31, Sludge Bomb at level 36, Reversal at level 41, DynamicPunch at level 49, Cross Chop at level 54
455 CARNIVINE  : Rock Tomb at level 1, Razor Leaf at level 1, Giga Drain at level 1, Psycho Cut at level 1, Minimize at level 7, Seed Bomb at level 11, Leaf Blade at level 17, Stun Spore at level 21, Petal Dance at level 27, DynamicPunch at level 31, SolarBeam at level 31, Slack Off at level 31, Frenzy Plant at level 37, Giga Impact at level 41, Worry Seed at level 47
456 FINNEON    : Withdraw at level 1, Whirlpool at level 1, Aqua Jet at level 1, Water Pulse at level 1, Avalanche at level 6, Stomp at level 10, BubbleBeam at level 13, Thunder Fang at level 17, Slash at level 22, Razor Wind at level 26, Dive at level 29, Crabhammer at level 33, Aeroblast at level 38, Hydro Pump at level 42, Mega Kick at level 45, Water Spout at level 49
457 LUMINEON   : Poison Tail at level 1, Endure at level 1, Water Pulse at level 1, Brine at level 1, BubbleBeam at level 6, Facade at level 10, Secret Power at level 13, Dive at level 17, Heat Wave at level 22, Withdraw at level 26, Sacred Fire at level 29, Hydro Pump at level 35, Mega Kick at level 42, Water Spout at level 48, Giga Impact at level 53, Hydro Cannon at level 59
458 MANTYKE    : Air Cutter at level 1, FeatherDance at level 1, Wing Attack at level 1, Facade at level 1, Drill Peck at level 4, Dive at level 10, Bounce at level 13, Aqua Tail at level 19, Encore at level 22, Muddy Water at level 28, Brave Bird at level 31, Hydro Pump at level 37, Water Spout at level 40, Withdraw at level 46, Howl at level 49
459 SNOVER     : Vine Whip at level 1, Stun Spore at level 1, Metal Claw at level 1, Razor Leaf at level 1, Aurora Beam at level 5, Leaf Blade at level 9, Hammer Arm at level 13, Wood Hammer at level 17, Swords Dance at level 21, Sleep Talk at level 26, Seed Flare at level 31, Power Whip at level 36, Worry Seed at level 41, Frenzy Plant at level 46
460 ABOMASNOW  : Giga Drain at level 1, Drain Punch at level 1, Avalanche at level 1, Bite at level 1, SmellingSalt at level 1, Ice Fang at level 5, U-turn at level 9, Spore at level 13, Iron Head at level 17, Petal Dance at level 21, Mist at level 26, SolarBeam at level 31, Seed Flare at level 36, Power Whip at level 47, Blizzard at level 58
461 WEAVILE    : Ice Ball at level 1, Payback at level 1, Fake Tears at level 1, Assurance at level 1, Icy Wind at level 1, Bite at level 1, Sludge at level 1, Night Slash at level 8, Haze at level 10, Ice Punch at level 14, Crunch at level 21, Dark Pulse at level 24, Ice Beam at level 28, Blizzard at level 35, Dark Void at level 38, Leech Seed at level 42, Double-Edge at level 49
462 MAGNEZONE  : Bullet Punch at level 1, Charge Beam at level 1, Metal Claw at level 1, Shock Wave at level 1, Magnet Bomb at level 1, Spark at level 1, Thunder Fang at level 6, Steel Wing at level 11, ThunderPunch at level 14, Flash Cannon at level 17, Metal Burst at level 22, Discharge at level 27, Iron Head at level 30, Dive at level 34, Thunderbolt at level 40, Volt Tackle at level 46, Zap Cannon at level 50, Thunder at level 54, Iron Defense at level 60
463 LICKILICKY : Uproar at level 1, Double Team at level 1, Natural Gift at level 1, Wing Attack at level 1, Bug Bite at level 5, Horn Attack at level 9, Fire Fang at level 13, Roar at level 17, Luster Purge at level 21, Secret Power at level 25, Whirlwind at level 29, Hyper Voice at level 33, Egg Bomb at level 37, Scary Face at level 41, Heal Bell at level 45, Head Smash at level 49, Hyper Beam at level 53, Mind Reader at level 57
464 RHYPERIOR  : Rock Polish at level 1, Mud-Slap at level 1, Rock Throw at level 1, Mud Shot at level 1, AncientPower at level 1, Fissure at level 9, String Shot at level 13, Horn Attack at level 21, Power Gem at level 25, Rock Slide at level 33, Rock Blast at level 37, Mud Sport at level 42, Sandstorm at level 45, Bonemerang at level 49, Thunder Wave at level 57, Head Smash at level 61
465 TANGROWTH  : ThunderShock at level 1, Vacuum Wave at level 1, Scratch at level 1, Uproar at level 1, Grass Knot at level 5, Razor Leaf at level 8, Needle Arm at level 12, Giga Drain at level 15, Facade at level 19, Seed Bomb at level 22, Discharge at level 26, Energy Ball at level 29, Thrash at level 33, Petal Dance at level 36, Leaf Blade at level 40, SolarBeam at level 43, Seed Flare at level 47, Wood Hammer at level 50, Zap Cannon at level 54, Frenzy Plant at level 57
466 ELECTIVIRE : Charge Beam at level 1, Air Cutter at level 1, SmellingSalt at level 1, Shock Wave at level 1, Thunder Fang at level 1, Spark at level 7, Night Slash at level 10, ThunderPunch at level 16, Tri Attack at level 19, Discharge at level 25, Hyper Fang at level 28, Thunderbolt at level 37, Egg Bomb at level 43, Volt Tackle at level 52, Zap Cannon at level 58, Giga Impact at level 67
467 MAGMORTAR  : Flame Wheel at level 1, Stomp at level 1, Dizzy Punch at level 1, ExtremeSpeed at level 1, Dive at level 1, Lava Plume at level 7, Blaze Kick at level 10, Splash at level 16, Skull Bash at level 19, Thunder at level 25, Outrage at level 28, Calm Mind at level 37, Last Resort at level 43, Roar of Time at level 52, Night Shade at level 58, Water Spout at level 67
468 TOGEKISS   : Roost at level 1, Constrict at level 1, Headbutt at level 1, Brave Bird at level 1
469 YANMEGA    : Fury Cutter at level 1, Peck at level 1, Wing Attack at level 1, Revenge at level 1, Chatter at level 1, Silver Wind at level 1, Mirror Shot at level 6, Dizzy Punch at level 11, String Shot at level 14, Air Slash at level 17, Signal Beam at level 22, X-Scissor at level 27, Drill Peck at level 30, Defend Order at level 33, Bug Buzz at level 38, Hyper Voice at level 43, Attack Order at level 46, Aeroblast at level 49, Megahorn at level 54, Sky Attack at level 57
470 LEAFEON    : Bullet Seed at level 1, Vine Whip at level 1, Mega Drain at level 1, Razor Leaf at level 1, Flail at level 8, Sunny Day at level 15, Giga Drain at level 22, Worry Seed at level 29, Brick Break at level 36, Body Slam at level 43, Thrash at level 50, Hyper Voice at level 57, Sheer Cold at level 64, Judgment at level 71, Frenzy Plant at level 78
471 GLACEON    : Avalanche at level 1, Mimic at level 1, Psybeam at level 1, Ice Fang at level 1, Hail at level 8, Aurora Beam at level 15, Protect at level 22, Signal Beam at level 29, Ice Punch at level 36, Jump Kick at level 43, Sludge Bomb at level 50, Ice Beam at level 57, Blizzard at level 64, Wood Hammer at level 71, Haze at level 78
472 GLISCOR    : Mud-Slap at level 1, Karate Chop at level 1, Mud Shot at level 1, Wing Attack at level 1, Chatter at level 1, Horn Attack at level 1, Bone Club at level 1, Bone Rush at level 5, Dig at level 9, ExtremeSpeed at level 12, Fissure at level 16, Spikes at level 20, Earth Power at level 23, Earthquake at level 27, Bonemerang at level 31, Brave Bird at level 34, Flare Blitz at level 38, Sand-Attack at level 42, Leaf Storm at level 45
473 MAMOSWINE  : Icy Wind at level 1, Avalanche at level 1, Counter at level 1, Haze at level 1, Ice Fang at level 1, Aurora Beam at level 4, Crush Claw at level 8, Mist at level 13, Ice Punch at level 16, Crunch at level 20, Earth Power at level 25, Ice Beam at level 28, Bonemerang at level 32, Hail at level 33, Hydro Pump at level 40, Blizzard at level 48, Eruption at level 56, Blast Burn at level 65
474 PORYGON-Z  : Uproar at level 1, Horn Attack at level 1, Focus Energy at level 1, Minimize at level 1, Facade at level 1, Secret Power at level 7, Hyper Fang at level 12, Lucky Chant at level 18, Dig at level 23, Hyper Voice at level 29, Copycat at level 34, Egg Bomb at level 40, DynamicPunch at level 45, Double-Edge at level 51, Fire Blast at level 56, Head Smash at level 62, Giga Impact at level 67
475 GALLADE    : Revenge at level 1, Force Palm at level 1, Psybeam at level 1, Meditate at level 1, Heart Swap at level 1, Extrasensory at level 1, Power Swap at level 6, Razor Wind at level 10, Amnesia at level 12, Sky Uppercut at level 17, Bug Buzz at level 22, Minimize at level 25, Psychic at level 31, Hi Jump Kick at level 36, Guard Swap at level 39, DynamicPunch at level 45, Hammer Arm at level 50, Close Combat at level 53
476 PROBOPASS  : Rock Throw at level 1, Metal Claw at level 1, Magnet Bomb at level 1, AncientPower at level 1, Magical Leaf at level 1, Water Pulse at level 1, Steel Wing at level 7, Cross Poison at level 13, Power Gem at level 19, Rock Slide at level 25, Flash Cannon at level 31, Iron Head at level 37, Stone Edge at level 43, Iron Tail at level 49, Meteor Mash at level 55, Rock Wrecker at level 61, Head Smash at level 67, Metal Burst at level 73, Stealth Rock at level 79
477 DUSKNOIR   : Gyro Ball at level 1, Astonish at level 1, SmellingSalt at level 1, Ominous Wind at level 1, Whirlwind at level 1, Horn Attack at level 1, Shadow Claw at level 1, Cross Poison at level 1, Disable at level 6, Crush Claw at level 9, ExtremeSpeed at level 14, Zen Headbutt at level 17, Shadow Ball at level 22, Judgment at level 25, Night Shade at level 30, Shadow Force at level 33, Encore at level 37, Hyper Beam at level 43, Blast Burn at level 51, Eruption at level 61
478 FROSLASS   : Spite at level 1, Weather Ball at level 1, Icy Wind at level 1, Avalanche at level 1, Ominous Wind at level 4, Spark at level 10, Ice Fang at level 13, Mist at level 19, Air Slash at level 22, Ice Punch at level 28, Shadow Ball at level 31, Ice Beam at level 37, Sacred Fire at level 40, Shadow Force at level 51, Blizzard at level 59
479 ROTOM      : Poison Sting at level 1, Charge Beam at level 1, Spark at level 1, Shadow Ball at level 1, Discharge at level 1, Aura Sphere at level 8, Thunderbolt at level 15, Stone Edge at level 22, Meteor Mash at level 29, Volt Tackle at level 36, Spite at level 43, Zap Cannon at level 50
480 UXIE       : Mimic at level 1, Smog at level 1, Confusion at level 1, Metal Claw at level 1, Stomp at level 6, Secret Power at level 16, Return at level 21, Future Sight at level 31, Zen Headbutt at level 36, Trick Room at level 46, Thrash at level 51, Judgment at level 61, Hyper Beam at level 66, Role Play at level 76
481 MESPRIT    : Confusion at level 1, Psybeam at level 1, Horn Attack at level 1, Mist Ball at level 1, Splash at level 6, Luster Purge at level 16, Guard Swap at level 21, Psycho Cut at level 31, Zen Headbutt at level 36, Power Swap at level 46, Extrasensory at level 51, Psychic at level 61, Mega Kick at level 66, Psycho Boost at level 76
482 AZELF      : Minimize at level 1, Confusion at level 1, Lunar Dance at level 1, Mist Ball at level 1, Magic Coat at level 6, Psycho Cut at level 16, Trick Room at level 21, Trick at level 31, Kinesis at level 36, Extrasensory at level 46, Thrash at level 51, DynamicPunch at level 61, Psycho Boost at level 66, Power Swap at level 76
483 DIALGA     : Bullet Punch at level 1, Gyro Ball at level 1, Weather Ball at level 1, Metal Claw at level 1, Magnet Bomb at level 10, Metal Sound at level 20, Light Screen at level 30, SmellingSalt at level 40, Attack Order at level 50, Spacial Rend at level 60, Dragon Rush at level 70, Iron Tail at level 80, Metal Burst at level 90
484 PALKIA     : Clamp at level 1, Water Gun at level 1, Water Pulse at level 1, BubbleBeam at level 1, Poison Jab at level 10, Lava Plume at level 20, Dragon Pulse at level 30, Thrash at level 40, Aqua Tail at level 50, Water Sport at level 60, Draco Meteor at level 70, Water Spout at level 80, Hydro Cannon at level 90
485 HEATRAN    : Bug Bite at level 1, SmellingSalt at level 1, Steel Wing at level 1, Flash Cannon at level 1, Lava Plume at level 9, Iron Head at level 17, Blaze Kick at level 25, Heat Wave at level 33, Sacred Fire at level 41, Gyro Ball at level 49, Meteor Mash at level 57, Iron Tail at level 65, Will-O-Wisp at level 73, Flare Blitz at level 81, Magma Storm at level 88, Blast Burn at level 96
486 REGIGIGAS  : DoubleSlap at level 1, ViceGrip at level 1, Present at level 1, SmellingSalt at level 1, Stomp at level 1, Growth at level 1, Headbutt at level 1, Tri Attack at level 25, Petal Dance at level 50, Judgment at level 75, Protect at level 100
487 GIRATINA   : Shadow Sneak at level 1, Shadow Punch at level 1, Psybeam at level 1, Shadow Claw at level 1, Night Shade at level 10, Hyper Fang at level 20, Bulk Up at level 30, Shadow Ball at level 40, Magnitude at level 50, Aqua Tail at level 60, Shadow Force at level 70, Outrage at level 80, Draco Meteor at level 90
488 CRESSELIA  : Morning Sun at level 1, Stomp at level 1, Mirror Coat at level 1, Psybeam at level 1, Cross Poison at level 11, Mist Ball at level 20, Psycho Cut at level 29, Luster Purge at level 38, Dizzy Punch at level 47, Extrasensory at level 57, X-Scissor at level 66, Zen Headbutt at level 75, Sacred Fire at level 84, Bonemerang at level 93
489 PHIONE     : Rain Dance at level 1, Whirlpool at level 1, Bubble at level 1, Water Pulse at level 1, BubbleBeam at level 9, Brine at level 16, Slash at level 24, Dive at level 31, Aqua Tail at level 39, Muddy Water at level 46, Hydro Pump at level 54, Water Spout at level 61, Hydro Cannon at level 69
490 MANAPHY    : Uproar at level 1, Water Pulse at level 1, Brine at level 1, BubbleBeam at level 1, Belly Drum at level 9, Headbutt at level 16, Dive at level 24, Tailwind at level 31, Aqua Tail at level 39, Hyper Voice at level 46, Aqua Ring at level 54, Flamethrower at level 61, Hydro Pump at level 69, Eruption at level 76
491 DARKRAI    : Payback at level 1, ViceGrip at level 1, Bite at level 1, Slash at level 1, Luster Purge at level 11, Headbutt at level 20, Night Slash at level 29, Crunch at level 38, Dark Pulse at level 47, Me First at level 57, Tri Attack at level 66, Psychic at level 75, Nasty Plot at level 84, Heat Wave at level 93
492 SHAYMIN    : Spore at level 1, Needle Arm at level 1, Sleep Powder at level 1, Giga Drain at level 1, ExtremeSpeed at level 10, Seed Bomb at level 19, Energy Ball at level 28, Petal Dance at level 37, Seed Flare at level 46, Power Whip at level 55, SolarBeam at level 64, Wood Hammer at level 73, Conversion 2 at level 82, Leaf Storm at level 91, Frenzy Plant at level 100
493 ARCEUS     : Heal Bell at level 1, Wish at level 1, Clamp at level 1, Mud Shot at level 1, Crush Grip at level 10, SmellingSalt at level 20, Headbutt at level 30, Attract at level 40, Crush Claw at level 50, Razor Wind at level 60, Attack Order at level 70, Skull Bash at level 80, Mega Kick at level 90, Hyper Beam at level 100

--Trainers Pokemon--
#1 (Youngster Tristan) - MANTINE Lv5
#2 (Youngster Logan) - SNOVER Lv5
#3 (Lass Natalie) - MIGHTYENA Lv5
#4 (Youngster Michael) - SWINUB Lv7, NINETALES Lv6
#5 (Camper Mickey) - FURRET Lv5
#6 (Camper Mickey) - STARMIE Lv5
#7 (Picnicker Angelica) - WOBBUFFET Lv5
#8 (Picnicker Angelica) - KINGDRA Lv5
#9 (Youngster Mickey) - RAIKOU Lv5
#10 (Youngster Tyler) - CLOYSTER Lv8
#11 (Lass Samantha) - SMEARGLE Lv7
#12 (Lass Sarah) - BRONZONG Lv7
#13 (Bug Catcher Brandon) - ARIADOS Lv10, KRICKETOT Lv11
#14 (Aroma Lady Taylor) - DUSKNOIR Lv9, JUMPLUFF Lv11
#15 (Twins Liv & Liz) - GOLDEEN Lv11, DUSCLOPS Lv11
#16 (Camper Jacob) - WAILORD Lv14
#17 (Picnicker Siena) - NIDOKING Lv12, HORSEA Lv12
#18 (Hiker Daniel) - GIRAFARIG Lv10, MACHOP Lv11, NINETALES Lv12
#19 (Hiker Nicholas) - KABUTOPS Lv14
#20 (Battle Girl Kelsey) - COMBEE Lv15
#21 (Aroma Lady Elizabeth) - TRAPINCH Lv14
#22 (Fisherman Andrew) - GLACEON Lv8, METAPOD Lv10, CARNIVINE Lv12, ABRA Lv12, QWILFISH Lv14, BUIZEL Lv16
#23 (Fisherman Joseph) - BELLOSSOM Lv17
#24 (Fisherman Zachary) - SUDOWOODO Lv14, GROUDON Lv16, RAICHU Lv14
#25 (Cyclist Axel) - AMBIPOM Lv21
#26 (Cyclist James) - CYNDAQUIL Lv21
#27 (Cyclist John) - BRONZOR Lv18, BEEDRILL Lv20
#28 (Cyclist Ryan) - GLIGAR Lv21
#29 (Cyclist Megan) - QUAGSIRE Lv21
#30 (Cyclist Nicole) - CHINCHOU Lv17, CHINGLING Lv18, SWELLOW Lv19
#31 (Cyclist Kayla) - CRADILY Lv21
#32 (Cyclist Rachel) - CARVANHA Lv20, HOUNDOOM Lv18
#33 (Youngster Austin) - CROAGUNK Lv18, FURRET Lv18, CROBAT Lv21
#34 (Camper Anthony) - RHYHORN Lv22
#35 (Picnicker Lauren) - BULBASAUR Lv22
#36 (Hiker Kevin) - RATICATE Lv17, BUNEARY Lv17, SHUCKLE Lv19, SKIPLOOM Lv19
#37 (Hiker Justin) - BLAZIKEN Lv20, FLYGON Lv20
#38 (Battle Girl Helen) - PALKIA Lv21, BIBAREL Lv21
#39 (Hiker Robert) - MACHAMP Lv22
#40 (Hiker Alexander) - WALREIN Lv38, MANTYKE Lv40
#41 (Hiker Jonathan) - GULPIN Lv22
#42 (Black Belt Kyle) - NIDOKING Lv23
#43 (Fisherman Cody) - CHERRIM Lv33, SLAKING Lv33
#44 (Aroma Lady Hannah) - UMBREON Lv18, ELECTRODE Lv22
#45 (Artist William) - HEATRAN Lv20, BRONZOR Lv20
#46 ([PK][MN] Breeder Albert) - ZANGOOSE Lv20, MOLTRES Lv20, DRAGONAIR Lv20, TORTERRA Lv20
#47 ([PK][MN] Breeder Jennifer) - COMBEE Lv20, HEATRAN Lv20, TOTODILE Lv20, FROSLASS Lv20
#48 (Cowgirl Shelley) - MESPRIT Lv23
#49 (Jogger Richard) - CHIMECHO Lv23
#50 (Pokéfan Mickey) - SNUBBULL Lv5
#51 (Pokéfan Angelica) - REGIGIGAS Lv5
#52 (Youngster Mickey) - LEDIAN Lv5
#53 (Poké Kid Danielle) - CACNEA Lv22
#54 (Fisherman Mickey) - SUNFLORA Lv5
#55 (Young Couple Ty & Sue) - CHANSEY Lv23, AMPHAROS Lv23
#56 ([PK][MN] Breeder Kahlil) - DODUO Lv23, POOCHYENA Lv23
#57 ([PK][MN] Breeder Amber) - MAGMAR Lv23, SCEPTILE Lv23
#58 (Cowgirl Angelica) - NOSEPASS Lv5
#59 (Jogger Mickey) - SLOWKING Lv5
#60 (Pokéfan Mickey) - MACHOP Lv5
#61 (Pokéfan Angelica) - MARSHTOMP Lv5
#62 (Ace Trainer Mickey) - PIDGEY Lv5
#63 (Ace Trainer Angelica) - LUGIA Lv5
#64 (Waitress Angelica) - PACHIRISU Lv5
#65 (Twins Teri & Tia) - GULPIN Lv23, CRADILY Lv23
#66 (Ace Trainer Ernest) - CHERRIM Lv32, FLOATZEL Lv31, ELEKID Lv34
#67 (Ace Trainer Alyssa) - BUDEW Lv32, WAILORD Lv32, BURMY Lv33
#68 (Veteran Brian) - SUICUNE Lv32, QUAGSIRE Lv32, SNUBBULL Lv32
#69 (Black Belt Adam) - HAPPINY Lv34
#70 (Ninja Boy Joel) - CUBONE Lv29, LICKITUNG Lv29, BONSLY Lv29, CORPHISH Lv29
#71 (Ninja Boy Nathan) - VULPIX Lv31, SLUGMA Lv31
#72 (Ninja Boy Davido) - FLAAFFY Lv33
#73 (Dragon Tamer Patrick) - SKUNTANK Lv34
#74 (Bird Keeper Brianna) - BAGON Lv31, LARVITAR Lv33
#75 (Double Team Zac & Jen) - RHYHORN Lv36, ABOMASNOW Lv36
#76 (Bird Keeper Alexandra) - PERSIAN Lv17, ZUBAT Lv17
#77 (Battle Girl Angelica) - GARCHOMP Lv5
#78 (Ninja Boy Zach) - TOGEPI Lv14, MAGBY Lv14, BIDOOF Lv14
#79 (Black Belt Sean) - CHINGLING Lv31, PROBOPASS Lv31, CHARMANDER Lv31
#80 (Ninja Boy Nick) - NINCADA Lv32, FURRET Lv30
#81 (Bird Keeper Katherine) - RATTATA Lv34
#82 (Rich Boy Jason) - PORYGON-Z Lv27
#83 (Lady Melissa) - VIBRAVA Lv27
#84 (Gentleman Jeremy) - CARVANHA Lv27
#85 (Socialite Reina) - LEAFEON Lv27
#86 (Beauty Angelica) - WOOPER Lv5
#87 (Collector Mickey) - SCEPTILE Lv5
#88 (Policeman Bobby) - SWELLOW Lv24, VENONAT Lv26
#89 (Policeman Alex) - SKIPLOOM Lv25, EXEGGUTOR Lv25
#90 (Policeman Dylan) - METANG Lv26, NIDORAN♀ Lv24
